transaction_id,user_id,timestamp,amount,merchant
c3066286-effe-48c7-8e6d-6343c3c6b1d3,user_10,2024-02-21T14:00:00,49.19,Starbucks
acd1cf5b-664b-41eb-b0f4-c982bb1725ad,user_17,2024-02-11T16:00:00,69.21,Starbucks
6f67f078-0521-4d79-abd0-c30e8528cdec,user_6,2024-03-04T06:00:00,68.63,PayPal
01ffca3b-445d-4bb6-8ed4-7f09f04a343c,user_1,2024-01-10T13:00:00,304.89,Shell Gas
ff0572ad-02d0-409f-a945-47007a5248b6,user_19,2024-02-17T03:00:00,51.75,Starbucks
56d5b56d-bf1e-4e0b-bc7f-e1635b04783f,user_12,2024-03-17T17:00:00,33.67,Netflix
e2377dd5-309e-4313-b00d-2a8881ba9077,user_4,2024-01-31T04:00:00,64.15,Target
bb106d84-16f6-4522-97ef-093353739518,user_8,2024-03-14T18:00:00,42.34,Target
b211c95c-c7e9-4b35-9f0b-14765f2bd6e9,user_11,2024-03-07T18:00:00,19.98,Walmart
f2af208b-b79a-43df-a8be-3e66e0908c10,user_13,2024-03-15T10:00:00,27.22,Netflix
5435cafb-ea1c-48ab-b3b9-81d58a27af35,user_15,2024-01-30T20:00:00,24.38,Netflix
debf53b7-a03f-4648-bcdd-dc01a7679477,user_8,2024-01-03T00:00:00,129.69,Starbucks
1592e0e0-df7e-4aa7-8766-5f4a687716c6,user_3,2024-03-23T12:00:00,160.47,PayPal
4bfbcb0f-2b20-4ee3-8b29-58b003514cc6,user_13,2024-02-27T23:00:00,213.62,Walmart
83bd7f0c-e4d0-4939-9932-0d5c1fbf9c31,user_20,2024-02-07T01:00:00,33.39,ATM Withdrawal
f35c3d9a-1e1e-4ba2-958e-18719b467ce2,user_20,2024-02-13T15:00:00,74.98,PayPal
210b24d4-148a-4192-839c-a5f3cebc1f6f,user_7,2024-02-01T01:00:00,14.24,Shell Gas
41d9b23a-fd56-489f-9151-195da14a9d36,user_20,2024-01-27T18:00:00,116.3,Starbucks
73191c80-9f59-49dc-a89f-b393da1266af,user_17,2024-01-27T09:00:00,126.46,Starbucks
d6a7e8c6-7956-43db-b75a-6f6a61940658,user_18,2024-01-11T20:00:00,25.48,ATM Withdrawal
87f44d50-5260-481e-a331-c9d8274b8f3c,user_6,2024-02-22T12:00:00,105.6,Amazon
4b0a30b3-0946-4acc-adbc-28644a1badda,user_10,2024-01-25T11:00:00,14.06,Apple Store
124de156-6a14-4c1b-8377-08aa81e8aa95,user_11,2024-02-09T16:00:00,70.37,PayPal
600b3b65-4950-4e5c-a2a8-9ec1039d935e,user_16,2024-03-08T17:00:00,95.37,Shell Gas
d12289f6-2bae-4697-93d2-2f786a7f430e,user_3,2024-03-10T20:00:00,202.5,Starbucks
1833d9d1-a8e8-42b5-8ec2-df4abcc3e91a,user_8,2024-03-09T19:00:00,46.19,Walmart
8e99b483-f5d7-462d-974d-bf5eef47041f,user_15,2024-02-05T08:00:00,313.84,ATM Withdrawal
be5b0fcf-f7dd-41c8-bfd3-5e0c5577ce9d,user_16,2024-02-04T02:00:00,32.41,Amazon
ef79c558-6908-4baf-819a-ed452b8f8e52,user_4,2024-03-07T10:00:00,79.47,PayPal
58e8576e-47e8-4b6f-8c94-9856b5ddca64,user_15,2024-01-05T06:00:00,233.84,Walmart
335587a1-1fce-47ad-aecc-6af863432060,user_15,2024-01-12T09:00:00,312.44,PayPal
dcf7d86a-8e0a-4c8a-8783-cd1629245278,user_20,2024-01-28T01:00:00,156.14,PayPal
5c920af8-778f-4d7b-9b5d-e291d101549d,user_14,2024-03-11T21:00:00,246.59,Target
5ca1ffe4-530f-4fb4-aef1-1e177a910a36,user_16,2024-02-08T09:00:00,58.03,Starbucks
5d05b817-cc8a-4b9e-8d32-150300a81ea4,user_17,2024-02-11T08:00:00,114.41,Walmart
37546b52-1ccf-40c6-a751-d2694c44ca9c,user_10,2024-01-21T00:00:00,56.8,PayPal
faa30989-fee3-4e25-9c48-01dbdd67f41e,user_3,2024-01-12T19:00:00,41.4,Target
8762c05b-053b-459b-99e6-1aeadadb0706,user_7,2024-01-06T11:00:00,75.59,Unknown Merchant
24742340-cf37-4cd3-ba8e-c254dcbbbe51,user_14,2024-01-06T07:00:00,44.98,Apple Store
1578b2b3-b90f-4c4d-ab19-5fa5a3434070,user_1,2024-03-14T02:00:00,308.35,Unknown Merchant
d8cf99f3-26f6-4d6f-ad15-9e648140cf56,user_1,2024-03-21T10:00:00,39.44,ATM Withdrawal
22cc581c-cb7f-4e45-974b-7bee4d33baa9,user_18,2024-03-04T18:00:00,449.9,Netflix
272f9af5-b00d-4505-b462-f253f3c70af1,user_16,2024-01-19T17:00:00,49.11,ATM Withdrawal
c8b25f75-546c-4398-88f3-ea5176bb27a5,user_11,2024-02-27T01:00:00,136.01,Target
4aa452c4-3e78-4391-a3f8-c6777848783a,user_15,2024-03-19T11:00:00,23.27,Amazon
806699c7-c75e-448c-ae52-46ba62daf48f,user_13,2024-02-20T12:00:00,98.58,ATM Withdrawal
0de814f2-186b-4042-9e80-d3a8c10b0a89,user_5,2024-03-14T23:00:00,85.17,ATM Withdrawal
1cd801fe-a07d-4116-8f04-df8d8ec10b50,user_11,2024-01-19T01:00:00,81.95,ATM Withdrawal
50d0f6c4-78b3-484e-b92a-4cc2d8469fbb,user_9,2024-03-05T04:00:00,262.58,Walmart
00301fda-0fa7-41d4-809f-19dd98824af2,user_16,2024-01-02T15:00:00,129.09,Shell Gas
64036301-5eb5-4ffd-b13e-7b29ba957210,user_8,2024-02-25T11:00:00,10.41,Apple Store
61d4ae96-fe52-41e2-a614-a773e003d287,user_5,2024-01-21T08:00:00,19.07,Apple Store
5e3b48f6-6e9c-405c-8152-16f4d0b3e3c7,user_7,2024-02-09T16:00:00,291.31,Target
d49ff02c-e039-40f6-881f-964763e0b0fe,user_20,2024-02-21T19:00:00,142.01,Starbucks
ae47a0b6-1ecf-4a0c-ba1e-22c78871a3b4,user_4,2024-02-19T09:00:00,34.95,ATM Withdrawal
b62f0f7f-ad54-49cf-833b-6cee9dbdbd44,user_13,2024-03-21T08:00:00,123.89,Netflix
940b53ae-089e-43d8-8eb8-31a81664a264,user_4,2024-02-29T11:00:00,105.3,Apple Store
a13ee781-c969-42ac-9ade-a795fa437325,user_2,2024-01-30T15:00:00,102.8,Walmart
615dbead-fd68-483a-9105-100daaf2b8ad,user_17,2024-02-25T06:00:00,21.15,Unknown Merchant
96f0f6d5-73b5-4521-9e5f-d0a2ea9ef64e,user_4,2024-02-06T23:00:00,420.44,ATM Withdrawal
2e9e3fba-8448-47e4-b13c-8d76c6e86e05,user_6,2024-03-03T14:00:00,98.04,Apple Store
57451f90-6fd6-49c1-b971-0b030d8c1aba,user_18,2024-03-07T02:00:00,86.48,Apple Store
f2cfef78-eae8-43d7-a3ea-07e86a000c92,user_9,2024-01-28T12:00:00,46.68,Apple Store
7e674cff-f8fe-41e3-bb6d-b1a4aa8bc4ac,user_13,2024-01-29T16:00:00,51.72,Starbucks
1659d687-11b4-4eea-a994-8c06f772522a,user_11,2024-01-24T20:00:00,516.34,Starbucks
666eb927-7fc3-4f8e-85ba-b389cf291c5a,user_18,2024-01-01T20:00:00,92.59,Netflix
20533ead-073c-469a-8d2d-994af4ecf94e,user_14,2024-02-11T16:00:00,99.45,Unknown Merchant
5692dc74-c465-44d8-8b46-2ea3602b517d,user_16,2024-02-08T05:00:00,140.23,Netflix
78a5f70d-a312-468b-8180-65b4a7b250b5,user_13,2024-02-29T00:00:00,31.55,Shell Gas
f31d82c1-523c-4e3f-9b03-8cf68c8b60d5,user_16,2024-02-17T05:00:00,96.92,PayPal
eff75670-ab08-4b9a-8d58-1bc5fece1813,user_11,2024-01-31T00:00:00,131.87,Starbucks
79dbc23f-b396-4436-99c3-9750d4dbb54b,user_8,2024-01-11T07:00:00,140.29,PayPal
d95e2077-a1dd-4cc6-8f9c-5a0e5ec9dae6,user_6,2024-01-17T08:00:00,42.32,Apple Store
a93ff17c-33ee-4186-9e7c-c856d2717bbb,user_17,2024-02-20T22:00:00,64.64,Netflix
e1d64b3c-6197-405f-884e-2a041f1e118c,user_10,2024-01-20T09:00:00,68.47,PayPal
7126610a-85f6-48c6-bcea-33c7cd6c9d0b,user_5,2024-01-24T09:00:00,193.53,Walmart
af0d597f-7a59-4ce5-94b5-17105cbb33f3,user_1,2024-02-18T23:00:00,51.02,Shell Gas
0f9f8437-4d42-46bb-803b-fdfde963d8db,user_6,2024-03-23T09:00:00,75.81,ATM Withdrawal
c85c293a-cf35-4cd2-ac14-f81a3f190b1d,user_16,2024-01-07T07:00:00,126.11,Target
cdfbf9ff-73a9-479a-be20-d3bba15fd515,user_5,2024-03-10T05:00:00,101.89,Netflix
01c5ccde-6f02-4f46-8258-3f670274bf23,user_4,2024-02-17T14:00:00,226.3,Apple Store
febb3274-b4b9-4879-a41e-7fc0c9afe958,user_8,2024-03-07T04:00:00,95.24,Unknown Merchant
0febef36-ce99-4dc1-99e6-100f540de9d5,user_10,2024-03-14T09:00:00,111.35,Apple Store
7e55ef3f-e54a-4e4a-973c-c765c587767b,user_20,2024-01-06T03:00:00,160.6,Netflix
e376228b-afb7-42a8-8017-5a459557136a,user_7,2024-01-23T13:00:00,116.89,Target
2be9e8a5-f77d-49d8-8d33-3c1ea877bddc,user_18,2024-01-07T09:00:00,40.57,Apple Store
82b55729-4a24-4ed7-a704-5db9d9cf8a99,user_16,2024-01-25T20:00:00,36.56,Starbucks
231d4a46-3e84-46b8-8a8b-caa9da1570a3,user_15,2024-01-07T01:00:00,258.15,Netflix
a73f2adf-dc32-488f-8385-a51a663c1888,user_14,2024-01-10T19:00:00,107.08,Starbucks
62a5ed91-4adf-4799-8928-9208809cba9a,user_5,2024-01-07T02:00:00,189.08,Starbucks
7c559371-8180-4c15-953c-71799897f3fe,user_15,2024-01-11T14:00:00,84.63,ATM Withdrawal
23c08725-59c3-4e07-af39-2558345b8858,user_9,2024-02-12T16:00:00,99.25,Apple Store
9837a870-7bd4-42d4-9b0d-301146a0e48a,user_2,2024-03-16T21:00:00,78.44,Starbucks
ce914340-2347-4647-be88-0dba6da4b844,user_1,2024-01-08T19:00:00,28.72,Apple Store
15378f6e-6952-45ab-879e-23b50f7a4a4b,user_19,2024-03-22T03:00:00,254.93,Target
bbba9359-00ce-409b-913c-6bf62826b61c,user_16,2024-02-14T06:00:00,1072.3,Target
138a3a87-43b1-4f43-b504-2f4420fdeb98,user_19,2024-02-07T04:00:00,129.53,Walmart
87727aa1-a990-4318-96df-ef3392f9dc1f,user_16,2024-01-30T16:00:00,74.79,Walmart
81526f91-6c9e-42e7-b0f5-d136f04660aa,user_6,2024-01-29T03:00:00,70.79,ATM Withdrawal
352d1435-83a5-49f1-b632-5080cf12b0ae,user_18,2024-01-04T03:00:00,82.23,Shell Gas
2d020e44-9647-45f0-8c86-1cf38f493d8a,user_4,2024-03-23T18:00:00,230.95,Amazon
91419fbc-8140-4110-8668-54522f8083a2,user_7,2024-02-14T05:00:00,41.31,Unknown Merchant
236a9658-121d-4562-bce3-b2f06b61e1b1,user_2,2024-01-18T08:00:00,62.31,Starbucks
61625693-7b41-4a51-87ba-39e5ff4edda3,user_15,2024-03-16T03:00:00,122.69,Apple Store
5a50dec3-586e-4874-85f4-49cd0846849f,user_8,2024-03-01T13:00:00,31.7,PayPal
22e09975-d2ee-44b7-b893-9ed46f7d8f71,user_14,2024-01-08T22:00:00,114.39,Starbucks
62c156bc-e506-4e47-8ce8-5b60c4b0899d,user_17,2024-03-01T04:00:00,13.72,Unknown Merchant
fc812287-9ad1-42ed-b52a-fa6c298d3749,user_8,2024-02-08T23:00:00,100.9,Apple Store
fdbae13b-ca35-4151-8aef-ee83082c61aa,user_17,2024-03-04T16:00:00,20.86,ATM Withdrawal
d7d17ab8-0113-47f7-ab08-b5cb20be0018,user_11,2024-03-20T17:00:00,154.29,Amazon
a81dc8a3-51e1-4b0d-ba69-6b77409ca855,user_10,2024-03-02T22:00:00,46.09,Unknown Merchant
3da40b38-01dc-4579-bbac-59d6af7c45ad,user_5,2024-02-08T02:00:00,97.6,PayPal
d5b71135-35b9-4d85-8dc9-1731a640a594,user_18,2024-02-02T04:00:00,82.24,Netflix
00c21305-dbf8-45a4-a21a-059a4f315716,user_8,2024-02-18T19:00:00,29.5,ATM Withdrawal
71f883fd-9d60-4139-9693-41d1e78008cd,user_2,2024-01-28T03:00:00,281.27,ATM Withdrawal
1641c44b-5b13-4d5c-ad96-4feab6dd29c8,user_13,2024-02-26T15:00:00,285.2,Target
b9787df2-cb85-452e-b8a0-69cc887bd839,user_16,2024-03-23T07:00:00,25.11,Apple Store
90ac940d-df13-4522-8efa-75b34bc43558,user_11,2024-03-15T05:00:00,38.24,ATM Withdrawal
ff1732b7-47ca-4b3a-9e16-1098fa6465ee,user_3,2024-03-13T16:00:00,43.71,PayPal
9792fe29-01ab-4c10-bbeb-9913b13770ae,user_13,2024-03-22T10:00:00,36.8,Unknown Merchant
2396c388-3b17-4e54-a6a9-d1f38eadf7f2,user_18,2024-01-04T01:00:00,111.13,Starbucks
49e0e423-220d-402f-98cb-e023ff0742af,user_8,2024-03-04T17:00:00,300.9,Walmart
973909de-ec0e-4af7-9be0-1f49fa649402,user_15,2024-01-15T04:00:00,57.19,Target
c6ba9c14-60c0-47c6-9de2-39f4a629e23f,user_8,2024-02-15T07:00:00,61.6,Target
444f0391-ea35-4016-b7c6-c72b49d13962,user_6,2024-01-15T22:00:00,111.77,Apple Store
844d4516-6436-49e3-9908-bbf856af5033,user_5,2024-01-20T19:00:00,83.81,Starbucks
4841fb67-c5a7-4743-938e-c37469f991e9,user_1,2024-03-17T16:00:00,120.24,Unknown Merchant
3c49c163-51ff-46b8-978f-e5f7ad217e1d,user_12,2024-02-20T03:00:00,145.6,Starbucks
662c6355-2115-481f-9d3e-f87675cf063d,user_7,2024-02-02T19:00:00,69.83,Starbucks
3b0e3816-a19b-4034-a14f-9bcf3d820072,user_10,2024-01-02T20:00:00,44.12,Amazon
2ea19823-547c-4067-8984-e613e394c140,user_20,2024-03-04T14:00:00,85.9,Starbucks
6da6b876-e61a-48ba-8c9e-5ca0e17067aa,user_8,2024-02-21T19:00:00,153.02,Netflix
d0e3d87c-e181-42d1-901a-9774b18dcf3d,user_20,2024-01-22T09:00:00,215.77,Target
970c91f0-76e3-4aa3-9c66-5077808b8b1b,user_4,2024-03-18T02:00:00,108.0,Unknown Merchant
c95d4f01-7d74-4ddf-a5ca-c8f90bb410c7,user_2,2024-02-19T10:00:00,72.71,Starbucks
f7da808a-a027-4596-a57c-e14ad696cf2a,user_11,2024-03-04T18:00:00,77.86,PayPal
ba2a17c4-11a2-4129-8e6d-535de053036c,user_12,2024-02-15T07:00:00,90.32,Target
c3973710-8350-47ea-b550-d44fcdf30d79,user_9,2024-03-18T23:00:00,212.73,Starbucks
7def711f-6db8-4621-aa9b-02d84b7f4f81,user_11,2024-03-09T15:00:00,540.35,ATM Withdrawal
c6b42466-6fe6-465b-b408-4d230170455a,user_18,2024-02-01T05:00:00,35.56,Starbucks
95dcfe60-dc9a-4ec7-be98-a89507ebb96e,user_18,2024-01-11T13:00:00,74.47,Starbucks
4f5b8a50-3b2b-4396-8366-dd10dcbae051,user_19,2024-02-02T12:00:00,44.63,Amazon
990a7c76-5e3e-4d01-a235-11d46b834cb3,user_20,2024-03-16T10:00:00,222.54,Apple Store
ea5bbcaa-1c37-4236-be48-61c37e155dab,user_8,2024-02-25T06:00:00,201.37,ATM Withdrawal
43af7200-d103-4f12-847a-cfbf391eacde,user_4,2024-01-12T22:00:00,40.98,ATM Withdrawal
f1c04f7b-4061-4e76-9882-feb49c2a9c26,user_15,2024-02-01T15:00:00,223.84,PayPal
8c6c53e5-99bc-495d-9b94-f7f76ed94921,user_14,2024-02-20T02:00:00,133.39,ATM Withdrawal
11dc8021-fc69-41d4-a70a-d361f8361c7b,user_4,2024-03-12T03:00:00,87.82,Starbucks
ac4c78a4-222a-4654-b55e-47e8510f609a,user_2,2024-02-28T21:00:00,65.42,Netflix
50b42176-0118-46e9-a7b7-6491a4f62389,user_12,2024-01-09T11:00:00,255.51,Shell Gas
375bc3b6-e380-4ee8-a296-0e5d6e753ce7,user_2,2024-02-03T23:00:00,44.2,Apple Store
777a898e-b588-4f03-9f39-d6667576876e,user_1,2024-01-05T07:00:00,151.46,Target
63254756-ebef-4253-b77d-e7851010cbf1,user_19,2024-01-18T12:00:00,53.91,Netflix
04681320-5a4c-44f7-845c-a1e305c3e76c,user_11,2024-03-07T01:00:00,51.39,Starbucks
a431970b-30bf-4305-97bf-10ab1093210f,user_6,2024-01-10T09:00:00,112.94,Amazon
badff11e-af4d-4191-9dc1-5fb15ec5985e,user_12,2024-03-08T09:00:00,235.76,Amazon
a9f3fd27-5121-4366-b1d0-182a0f5fde28,user_6,2024-01-23T15:00:00,103.62,Unknown Merchant
8b44e80f-8d85-4651-bc3b-bee4203edb7e,user_15,2024-03-07T09:00:00,56.49,Unknown Merchant
72df4885-ff16-4d4a-b636-b6a8e83704e8,user_17,2024-01-19T21:00:00,95.04,Amazon
e13b87d9-11d5-4827-a222-fab873449d30,user_2,2024-02-10T20:00:00,206.6,Walmart
4771d9d3-f65c-4274-b16c-e081458d7815,user_16,2024-03-01T18:00:00,20.72,Walmart
55e840b0-3779-4d97-bd11-bef77348641b,user_5,2024-01-24T11:00:00,135.84,Shell Gas
ada2d0c3-d8c9-47e2-857a-6c43fabba64e,user_13,2024-02-20T23:00:00,97.2,Apple Store
b3da132b-d6fd-4b66-90b3-fcaac703c1fb,user_14,2024-01-09T11:00:00,141.77,PayPal
ff8fb7fb-7e43-4197-a244-78acc7ca9c8f,user_7,2024-02-06T16:00:00,82.58,Shell Gas
d2ddc694-1615-4a29-9250-08a2cf46eab1,user_15,2024-02-04T00:00:00,79.25,ATM Withdrawal
bcee4ba9-510e-4584-8fa3-1e4948fc210f,user_11,2024-02-26T18:00:00,146.6,Walmart
ea92aa30-2eca-4482-b04f-0d7d484b55a7,user_3,2024-01-08T22:00:00,62.42,Shell Gas
e1f20507-6b4a-4105-8b23-59e10a936b5e,user_5,2024-02-17T11:00:00,116.34,ATM Withdrawal
ed1ea1df-250f-4b5c-9c40-4e67ae9482e0,user_12,2024-03-15T13:00:00,223.34,Amazon
4871eb72-851d-4ae9-a13f-2fd87e08e5ca,user_10,2024-02-21T05:00:00,67.55,PayPal
7839c453-3fe0-4cd7-b9af-32ab628e97fb,user_7,2024-01-14T04:00:00,118.78,Walmart
2053c580-cf30-453f-b3c0-82f5df57bad3,user_12,2024-03-13T03:00:00,98.22,Starbucks
e70298a0-fc9a-4b6c-9f5a-4c4788dd5a62,user_19,2024-01-20T07:00:00,139.25,Amazon
7b7b4fdb-79bd-4697-80ac-d31691577f1f,user_20,2024-03-20T06:00:00,182.48,Amazon
70a24f4b-465a-4980-a392-b35ee6af0c7b,user_6,2024-01-24T07:00:00,134.64,Shell Gas
38565e22-b7de-4b81-b2bf-5172ab3c7068,user_12,2024-01-01T12:00:00,54.04,ATM Withdrawal
d22ea198-9c47-4309-bebc-ff67dadfa7aa,user_3,2024-01-13T02:00:00,27.29,ATM Withdrawal
e36c04be-daa6-4668-899e-c1e93f033c3f,user_14,2024-02-08T17:00:00,63.65,Shell Gas
5617aa8a-3a97-435d-a6ca-72275b42edd1,user_19,2024-02-20T21:00:00,26.3,Walmart
683b1bb1-854e-4453-a04f-4b3054f45b9a,user_9,2024-02-07T19:00:00,138.67,Unknown Merchant
1f357bea-db3e-43ba-a2ce-4d2e4038e724,user_14,2024-01-24T07:00:00,40.43,Shell Gas
fa37d1a6-f035-4169-9956-2932c998d5a7,user_14,2024-01-10T11:00:00,35.69,Unknown Merchant
c2d3ddaf-13bf-4dde-9f04-ba624111e980,user_17,2024-02-26T22:00:00,64.24,Apple Store
baa70934-2b3b-40c3-83a0-73e0991a7e4f,user_2,2024-01-01T15:00:00,426.58,Starbucks
fecf403f-c14f-4f23-b4ba-476f1351d9e2,user_11,2024-01-11T05:00:00,43.9,Netflix
d4e41999-de54-4571-9f95-f8804f537445,user_17,2024-02-17T16:00:00,114.86,ATM Withdrawal
3effbda3-c008-4347-87eb-6feacbb6e244,user_10,2024-01-10T19:00:00,75.46,Shell Gas
f99817c7-7526-4467-a39f-1ad2319316a8,user_3,2024-02-07T06:00:00,168.14,Apple Store
56660e14-95c8-4169-a337-c3d55b5d2ae6,user_13,2024-02-14T17:00:00,138.85,Target
d362e23f-1f89-4a79-a112-7c52983de0ba,user_3,2024-02-13T13:00:00,132.89,Netflix
0b7fe42e-0e30-4864-94dd-3cd87e91b93d,user_12,2024-01-30T23:00:00,504.52,Target
a0e21855-a44d-4167-ab06-ed869e4481dc,user_8,2024-01-09T18:00:00,49.18,Apple Store
d10d89ab-43ee-4785-b5b4-fdd66ff16575,user_5,2024-03-05T20:00:00,132.24,Unknown Merchant
5b00d4e7-222e-4f65-8b6b-3026770c251c,user_15,2024-03-05T09:00:00,110.83,Apple Store
6a4531de-8476-4d4e-ac86-481d8226da71,user_20,2024-01-28T13:00:00,344.12,Target
b682edbd-448e-46ce-ab49-50bc734f7459,user_15,2024-01-06T19:00:00,80.18,Starbucks
995cdf19-a23b-4a68-9b1c-5b7af14cae33,user_19,2024-01-05T19:00:00,72.28,Unknown Merchant
95be5bb9-9a74-4272-b060-e47fea5f2842,user_15,2024-01-04T05:00:00,319.43,PayPal
d14a4827-13e8-4ab9-a5b4-5c2fb2e0fe91,user_13,2024-02-09T11:00:00,1001.02,Amazon
f8b80593-8055-480d-be06-88f93de14d82,user_15,2024-03-18T13:00:00,305.29,Shell Gas
586f49fd-bbe0-439a-a296-2f46fa641a6d,user_20,2024-02-10T14:00:00,94.1,Unknown Merchant
b3430424-d552-42e5-877e-9c23e9c01f60,user_4,2024-03-10T04:00:00,207.33,Walmart
